,CenLat,CenLon,Slope,Zmin,Zmax,Area,Aspect,Lmax,avg predicted thickness,predicted thickness std dev
0,64.8174,-23.7852,15.0,630,1419,4.903,336,3412,63.41063,9.311111
1,64.7951,-23.7686,17.7,769,1415,1.897,139,1823,94.61057,8.981878
2,64.7979,-23.8043,22.8,761,1417,0.751,262,1244,82.81916,8.845587
3,64.8036,-23.821,17.8,786,911,0.067,262,334,74.98951,8.646432
4,64.8046,-23.7993,16.1,900,1416,0.978,310,1960,75.396614,8.681023
5,64.8003,-23.753,17.3,817,1420,0.912,114,2009,104.01783,9.905971
6,64.8116,-23.7522,15.7,708,1409,2.712,67,2423,104.863045,10.026127
7,65.4045,-18.542,13.6,922,1210,2.166,46,1995,102.664345,9.662823
8,65.6388,-18.3031,19.2,1240,1423,0.448,87,902,102.07797,9.421262
9,65.6495,-18.2939,15.2,1000,1397,1.0,22,1503,115.336136,11.094707
10,65.6563,-18.3097,25.5,1106,1274,0.258,44,406,109.48472,10.505246
11,65.641,-18.3319,20.6,1171,1307,0.052,253,215,77.417366,8.526268
12,65.6436,-18.3225,16.3,1063,1424,0.828,328,1293,72.66072,8.662379
13,65.6683,-18.9709,17.2,948,1182,0.771,342,1316,69.0616,8.835888
14,65.6694,-19.0037,19.3,978,1176,0.469,109,1199,98.06054,8.823116
15,65.6644,-18.3142,23.6,1077,1189,0.077,63,355,106.108894,10.106497
16,65.6725,-18.9196,12.0,1052,1326,3.279,284,2959,62.121525,6.982184
17,65.6796,-18.6833,37.7,1157,1331,0.096,29,305,113.10021,11.051123
18,65.6845,-18.7129,27.1,1166,1278,0.119,18,325,113.88488,11.27644
19,65.6958,-18.7361,19.4,1065,1171,0.229,333,564,69.7794,9.164658
20,65.6965,-18.7501,18.0,1022,1141,0.165,345,491,69.65402,9.412876
21,65.4502,-18.5253,21.8,1080,1207,0.23,42,413,109.194954,10.50558
22,65.8259,-18.4386,21.9,814,1086,0.086,360,379,71.987595,9.961036
23,65.6993,-18.7197,23.1,1048,1288,0.113,25,486,114.89886,11.282568
24,65.6839,-18.8748,14.4,942,1378,6.608,14,3133,87.878235,7.7606797
25,65.6889,-18.8107,13.2,767,1291,4.776,325,2826,58.590755,8.080026
26,65.6541,-18.8311,13.0,996,1380,5.093,63,1788,84.950516,7.402173
27,65.6535,-18.8658,16.3,961,1322,0.896,298,1014,73.48105,8.478145
28,65.6425,-18.7725,11.8,1028,1277,0.862,349,1267,68.91354,8.857508
29,65.693,-18.7833,16.6,1180,1281,0.062,11,354,115.33202,11.588263
30,65.6972,-18.7775,19.9,1032,1176,0.364,48,740,108.04068,10.296534
31,65.7021,-18.7876,22.3,1088,1213,0.146,74,425,104.11908,9.835702
32,65.6385,-18.7411,21.3,1062,1275,0.277,150,678,92.04584,8.198309
33,65.6382,-18.7699,25.6,1087,1280,0.279,179,431,86.845695,7.8884573
34,65.6392,-18.7999,22.8,1091,1256,0.167,176,269,87.209816,8.05395
35,65.7055,-18.9181,12.2,939,1298,1.167,42,1938,110.64125,10.578862
36,65.7154,-18.9989,24.3,1001,1199,0.128,334,373,71.94575,9.349698
37,65.7156,-18.6996,12.5,1010,1082,0.101,325,434,69.76024,9.273779
38,65.7174,-19.022,17.4,916,1214,0.822,35,1181,110.97371,10.681517
39,65.7204,-18.9901,24.3,1051,1215,0.164,41,382,110.284325,10.637049
40,65.7119,-18.9644,11.1,872,1299,4.714,6,3067,99.84918,9.33033
41,65.7191,-18.6297,25.1,851,1260,0.11,282,371,79.157196,8.915787
42,65.7117,-18.6567,14.8,672,1272,3.16,17,3121,110.22873,10.337484
43,65.7172,-18.568,15.9,1038,1282,0.87,100,1019,98.2251,8.829589
44,65.7174,-18.6064,14.0,1063,1198,0.15,154,383,90.21703,8.335062
