,CenLat,CenLon,Slope,Zmin,Zmed,Zmax,Area,Aspect,Lmax,avg predicted thickness,predicted thickness std dev
0,81.0237,-68.0302,9.0,348,918,1206,5.123,146,5401,75.92945,4.9287724
1,81.1403,-68.8844,19.0,759,1028,1241,0.569,8,1810,94.67327,9.140708
2,80.9223,-69.1043,7.4,536,889,1024,3.736,11,4792,92.095116,7.003614
3,80.8772,-69.2006,13.1,954,1135,1389,2.259,305,2974,59.255795,5.7325845
4,80.8687,-69.2585,10.1,750,1109,1372,4.057,29,3673,86.31042,7.0500727
5,80.8591,-69.1875,13.6,814,990,1113,0.419,116,1493,78.60793,7.1225886
6,80.864,-69.3243,12.0,1060,1243,1406,3.763,55,2437,77.455284,7.2001915
7,80.883,-69.3642,17.4,848,1073,1312,1.268,18,1602,89.78895,8.813693
8,80.875,-69.4072,18.2,879,1087,1266,0.713,313,1309,59.565304,6.3144517
9,80.8888,-69.4148,19.5,867,1088,1255,0.476,5,1150,92.59748,9.463703
10,80.9788,-69.7834,8.3,497,1159,1458,25.559,347,12390,52.177124,17.44528
11,80.9836,-69.9346,10.2,909,1122,1225,4.427,319,1721,48.07783,6.1467576
12,81.129,-68.7934,12.0,616,1065,1410,6.962,357,5098,51.36654,6.396301
13,80.9364,-70.0664,7.4,595,1301,1559,85.034,348,14350,77.26936,40.440907
14,80.9374,-69.6664,11.9,1172,1365,1417,0.654,154,562,71.9866,7.0075736
15,80.927,-69.7046,14.2,802,1160,1396,2.497,106,3321,81.14021,6.351979
16,80.9184,-69.7859,13.1,907,1326,1379,1.569,141,1797,75.98053,6.4797454
17,80.9051,-69.8307,10.7,886,1189,1440,5.399,84,4072,74.82686,5.600705
18,80.8941,-69.7787,17.9,1008,1115,1257,0.375,75,707,81.07939,8.313972
19,81.0123,-70.181,18.7,642,1224,1365,8.205,326,1984,42.81107,6.273745
20,80.9847,-70.2948,13.5,404,1163,1367,6.839,312,4472,54.900997,6.7068973
21,80.97,-70.1924,11.9,1020,1068,1240,1.095,360,1419,54.260372,6.8314104
22,80.9454,-70.3599,10.0,636,903,1276,6.957,293,3656,47.95317,5.6012044
23,81.1391,-68.6974,22.3,790,1042,1295,0.781,8,1415,92.748566,9.212813
24,80.9207,-70.3556,19.6,772,1237,1544,2.215,323,2556,61.571213,6.2972665
25,80.9089,-70.3857,14.3,704,1269,1544,4.614,295,3603,58.95671,6.201529
26,80.8792,-70.3778,9.8,547,1170,1449,22.627,331,8577,43.908695,12.006083
27,80.9007,-70.6023,25.9,763,1170,1390,1.198,13,1465,92.75676,9.108805
28,80.8331,-70.4893,7.9,648,1244,1609,54.007,325,14974,58.813255,26.139389
29,80.8829,-70.7461,24.6,820,1228,1324,0.586,33,1104,90.562256,9.08313
30,80.8413,-70.8233,15.2,717,1236,1410,6.379,309,3285,50.498287,6.003429
31,80.8667,-71.213,5.8,236,880,1435,77.919,45,21586,83.62459,35.756405
32,80.7746,-70.6803,6.9,582,1300,1763,152.763,318,23227,123.581345,73.76346
33,80.7576,-71.0625,10.7,669,1208,1616,11.86,320,7187,46.68521,5.833313
34,81.1233,-68.5939,14.4,628,1172,1508,16.765,14,7742,60.62995,5.223679
35,80.7127,-70.9773,8.5,585,1322,1742,85.949,300,18716,81.68082,41.127316
36,80.7117,-71.4217,13.8,617,1189,1570,6.784,327,5186,55.00426,6.3324723
37,80.6781,-71.4405,13.0,513,1260,1636,19.033,320,7889,43.697525,8.683351
38,80.6648,-71.5964,15.6,600,1206,1502,4.707,330,4476,59.315918,6.6986156
39,80.6475,-71.6501,17.7,710,1182,1548,3.901,275,4338,64.18758,5.9651594
40,80.6441,-71.4976,21.9,896,1199,1454,1.246,268,1938,65.02406,5.925966
